id	Date	Type	Iteration	Office	Office Scope	Role	Role Scope	State	Territory	City	County	District	 Town	Township	Ward	Parish	Populated Place	Hundred	Borough	Name	Name ID	Affiliation	Affiliation ID	Vote
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland		Standish							scattering	null	null	null	6
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland						Thompson Pond Plantation			Albion K. Parris	PA0033	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland						Thompson Pond Plantation			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland		Westbrook							Albion K. Parris	PA0033	null	null	164
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland		Westbrook							scattering	null	null	null	14
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland		Windham							Albion K. Parris	PA0033	null	null	50
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Cumberland		Windham							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock									Albion K. Parris	PA0033	null	null	1583
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock									Albion K. Parris	PA0033	null	null	37
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Belfast							Albion K. Parris	PA0033	null	null	110
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Belfast							scattering	null	null	null	3
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Belmont							Albion K. Parris	PA0033	null	null	36
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Belmont							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Bluehill							Albion K. Parris	PA0033	null	null	51
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Bluehill							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Brooks							Albion K. Parris	PA0033	null	null	34
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Brooks							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Brooksville							Albion K. Parris	PA0033	null	null	58
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Brooksville							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Bucksport							Albion K. Parris	PA0033	null	null	92
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Bucksport							scattering	null	null	null	13
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Castine							Albion K. Parris	PA0033	null	null	30
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Castine							scattering	null	null	null	11
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Deer Isle							Albion K. Parris	PA0033	null	null	95
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Deer Isle							scattering	null	null	null	4
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Eden							Albion K. Parris	PA0033	null	null	60
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Eden							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Ellsworth							Albion K. Parris	PA0033	null	null	43
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Ellsworth							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Frankfort							Albion K. Parris	PA0033	null	null	114
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Frankfort							scattering	null	null	null	2
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Gouldsborough							Albion K. Parris	PA0033	null	null	13
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Gouldsborough							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Islesborough							Albion K. Parris	PA0033	null	null	28
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Islesborough							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Jackson							Albion K. Parris	PA0033	null	null	15
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Jackson							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Knox							Albion K. Parris	PA0033	null	null	30
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Knox							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Lincolnville							Albion K. Parris	PA0033	null	null	41
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Lincolnville							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Monroe							Albion K. Parris	PA0033	null	null	82
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Monroe							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Mount Desert							Albion K. Parris	PA0033	null	null	50
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Mount Desert							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Northport							Albion K. Parris	PA0033	null	null	69
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Northport							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Orland							Albion K. Parris	PA0033	null	null	22
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Orland							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Penobscot							Albion K. Parris	PA0033	null	null	52
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Penobscot							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation of Mariaville			Albion K. Parris	PA0033	null	null	12
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation of Mariaville			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 8 + 9 or North Sullivan			Albion K. Parris	PA0033	null	null	23
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 8 + 9 or North Sullivan			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 14 or Mariaville South			Albion K. Parris	PA0033	null	null	7
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 14 or Mariaville South			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 26 or Mariaville North			Albion K. Parris	PA0033	null	null	6
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation No. 26 or Mariaville North			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation of Waldo			Albion K. Parris	PA0033	null	null	19
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock						Plantation of Waldo			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Prospect							Albion K. Parris	PA0033	null	null	59
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Prospect							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Searsmont							Albion K. Parris	PA0033	null	null	25
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Searsmont							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Sedgwick							Albion K. Parris	PA0033	null	null	59
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Sedgwick							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Sullivan							Albion K. Parris	PA0033	null	null	28
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Sullivan							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Surry							Albion K. Parris	PA0033	null	null	34
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Surry							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Swanville							Albion K. Parris	PA0033	null	null	31
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Swanville							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Thorndike							Albion K. Parris	PA0033	null	null	50
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Thorndike							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Trenton							Albion K. Parris	PA0033	null	null	30
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Trenton							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Vinalhaven							Albion K. Parris	PA0033	null	null	75
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Hancock		Vinalhaven							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec									Albion K. Parris	PA0033	null	null	2744
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec									Albion K. Parris	PA0033	null	null	33
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Augusta							Albion K. Parris	PA0033	null	null	273
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Augusta							scattering	null	null	null	6
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Belgrade							Albion K. Parris	PA0033	null	null	63
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Belgrade							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Chesterville							Albion K. Parris	PA0033	null	null	62
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Chesterville							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Clinton							Albion K. Parris	PA0033	null	null	69
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Clinton							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		China							Albion K. Parris	PA0033	null	null	130
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		China							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Dearborn							Albion K. Parris	PA0033	null	null	46
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Dearborn							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Farmington							Albion K. Parris	PA0033	null	null	148
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Farmington							scattering	null	null	null	4
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Fayette							Albion K. Parris	PA0033	null	null	68
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Fayette							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Freedom							Albion K. Parris	PA0033	null	null	46
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Freedom							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Gardiner							Albion K. Parris	PA0033	null	null	121
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Gardiner							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Greene							Albion K. Parris	PA0033	null	null	102
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Greene							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Hallowell							Albion K. Parris	PA0033	null	null	114
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Hallowell							scattering	null	null	null	7
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Joy							Albion K. Parris	PA0033	null	null	32
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Joy							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Ligonia							Albion K. Parris	PA0033	null	null	133
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Ligonia							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Leeds							Albion K. Parris	PA0033	null	null	147
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Leeds							scattering	null	null	null	2
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Monmouth							Albion K. Parris	PA0033	null	null	107
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Monmouth							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Mount Vernon							Albion K. Parris	PA0033	null	null	77
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Mount Vernon							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		New Sharon							Albion K. Parris	PA0033	null	null	63
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		New Sharon							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Pittston							Albion K. Parris	PA0033	null	null	36
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Pittston							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec						Plantation of 25 Mile Pond			Albion K. Parris	PA0033	null	null	27
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec						Plantation of 25 Mile Pond			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Readfield							Albion K. Parris	PA0033	null	null	110
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Readfield							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Rome							Albion K. Parris	PA0033	null	null	43
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Rome							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Sidney							Albion K. Parris	PA0033	null	null	77
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Sidney							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Temple							Albion K. Parris	PA0033	null	null	31
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Temple							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Unity							Albion K. Parris	PA0033	null	null	75
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Unity							scattering	null	null	null	6
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Vassalborough							Albion K. Parris	PA0033	null	null	113
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Vassalborough							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Vienna							Albion K. Parris	PA0033	null	null	29
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Vienna							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Waterville							Albion K. Parris	PA0033	null	null	84
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Waterville							scattering	null	null	null	2
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Wayne							Albion K. Parris	PA0033	null	null	78
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Wayne							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Wilton							Albion K. Parris	PA0033	null	null	60
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Wilton							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Winthrop							Albion K. Parris	PA0033	null	null	147
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Winthrop							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Winslow							Albion K. Parris	PA0033	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Winslow							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Windsor							Albion K. Parris	PA0033	null	null	33
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Kennebec		Windsor							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln									Albion K. Parris	PA0033	null	null	2740
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln									Albion K. Parris	PA0033	null	null	69
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Alna							Albion K. Parris	PA0033	null	null	73
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Alna							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln						Appleton Plantation			Albion K. Parris	PA0033	null	null	23
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln						Appleton Plantation			scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bath							Albion K. Parris	PA0033	null	null	298
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bath							scattering	null	null	null	7
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Boothbay							Albion K. Parris	PA0033	null	null	66
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Boothbay							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bowdoin							Albion K. Parris	PA0033	null	null	110
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bowdoin							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bowdoinham							Albion K. Parris	PA0033	null	null	110
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bowdoinham							scattering	null	null	null	6
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bristol							Albion K. Parris	PA0033	null	null	83
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Bristol							scattering	null	null	null	5
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Camden							Albion K. Parris	PA0033	null	null	79
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Camden							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Cushing							Albion K. Parris	PA0033	null	null	39
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Cushing							scattering	null	null	null	1
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Dresden							Albion K. Parris	PA0033	null	null	19
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Dresden							scattering	null	null	null	
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Edgecomb							Albion K. Parris	PA0033	null	null	87
me.governor.1823	1823	General	First Ballot	Governor	State	Governor	State	Maine			Lincoln		Edgecomb							scattering	null	null	null	
